Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
11/02/2020,02/15/2020,02/15/2020,By week,New Hampshire,Week-ending,0,236,0.87,10,0,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/22/2020,02/22/2020,By week,New Hampshire,Week-ending,0,277,1.05,25,0,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/29/2020,02/29/2020,By week,New Hampshire,Week-ending,0,228,0.94,14,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/07/2020,03/07/2020,By week,New Hampshire,Week-ending,0,266,1.05,16,0,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/14/2020,03/14/2020,By week,New Hampshire,Week-ending,0,240,1.02,19,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/21/2020,03/21/2020,By week,New Hampshire,Week-ending,0,252,1.09,20,0,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/28/2020,03/28/2020,By week,New Hampshire,Week-ending,,258,1.09,24,,0,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/04/2020,04/04/2020,By week,New Hampshire,Week-ending,12,248,0.97,13,,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/11/2020,04/11/2020,By week,New Hampshire,Week-ending,17,270,1.25,25,,0,37,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/18/2020,04/18/2020,By week,New Hampshire,Week-ending,16,242,1.01,16,,0,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/25/2020,04/25/2020,By week,New Hampshire,Week-ending,19,274,1.11,30,,0,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/02/2020,05/02/2020,By week,New Hampshire,Week-ending,37,265,1.12,19,,,48,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/09/2020,05/09/2020,By week,New Hampshire,Week-ending,43,292,1.22,23,,0,58,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/16/2020,05/16/2020,By week,New Hampshire,Week-ending,40,285,1.27,36,20,0,56,
11/02/2020,05/23/2020,05/23/2020,By week,New Hampshire,Week-ending,35,268,1.26,18,12,0,41,
11/02/2020,05/30/2020,05/30/2020,By week,New Hampshire,Week-ending,39,250,1.11,17,,0,48,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,06/06/2020,06/06/2020,By week,New Hampshire,Week-ending,33,259,1.26,13,,0,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,06/13/2020,06/13/2020,By week,New Hampshire,Week-ending,31,302,1.41,15,,0,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,06/20/2020,06/20/2020,By week,New Hampshire,Week-ending,13,238,1.02,11,,0,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,06/27/2020,06/27/2020,By week,New Hampshire,Week-ending,24,250,1.14,13,,0,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,07/04/2020,07/04/2020,By week,New Hampshire,Week-ending,14,247,1.13,,,0,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,07/11/2020,07/11/2020,By week,New Hampshire,Week-ending,,248,1.15,11,0,0,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,07/18/2020,07/18/2020,By week,New Hampshire,Week-ending,,231,0.98,10,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,07/25/2020,07/25/2020,By week,New Hampshire,Week-ending,,266,1.17,12,,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,08/01/2020,08/01/2020,By week,New Hampshire,Week-ending,,247,1.08,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,08/08/2020,08/08/2020,By week,New Hampshire,Week-ending,,233,1.01,10,0,0,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,08/15/2020,08/15/2020,By week,New Hampshire,Week-ending,,230,1,12,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,08/22/2020,08/22/2020,By week,New Hampshire,Week-ending,,249,1.12,12,,0,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,08/29/2020,08/29/2020,By week,New Hampshire,Week-ending,,231,0.95,10,0,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,09/05/2020,09/05/2020,By week,New Hampshire,Week-ending,,233,1.02,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,09/12/2020,09/12/2020,By week,New Hampshire,Week-ending,,228,0.97,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,09/19/2020,09/19/2020,By week,New Hampshire,Week-ending,,225,0.98,14,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,09/26/2020,09/26/2020,By week,New Hampshire,Week-ending,,271,1.2,20,,0,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,10/03/2020,10/03/2020,By week,New Hampshire,Week-ending,,220,0.9,10,,0,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,10/10/2020,10/10/2020,By week,New Hampshire,Week-ending,16,250,1.03,,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,10/17/2020,10/17/2020,By week,New Hampshire,Week-ending,,245,1.02,12,,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,10/24/2020,10/24/2020,By week,New Hampshire,Week-ending,10,209,0.89,11,,0,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,10/31/2020,10/31/2020,By week,New Hampshire,Week-ending,,112,0.45,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/01/2020,02/01/2020,By week,New Jersey,Week-ending,0,"1,516",0.95,86,0,10,96,
11/02/2020,02/08/2020,02/08/2020,By week,New Jersey,Week-ending,0,"1,494",0.92,82,0,11,93,
11/02/2020,02/15/2020,02/15/2020,By week,New Jersey,Week-ending,0,"1,488",0.94,77,0,,84,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/22/2020,02/22/2020,By week,New Jersey,Week-ending,0,"1,493",0.97,81,0,,89,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/29/2020,02/29/2020,By week,New Jersey,Week-ending,0,"1,571",1.04,91,0,13,104,
11/02/2020,03/07/2020,03/07/2020,By week,New Jersey,Week-ending,0,"1,507",0.99,87,0,11,98,
11/02/2020,03/14/2020,03/14/2020,By week,New Jersey,Week-ending,,"1,477",1.01,87,0,,98,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/21/2020,03/21/2020,By week,New Jersey,Week-ending,37,"1,595",1.07,121,22,,145,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/28/2020,03/28/2020,By week,New Jersey,Week-ending,292,"2,121",1.45,333,153,11,483,
11/02/2020,04/04/2020,04/04/2020,By week,New Jersey,Week-ending,"1,233","3,480",2.38,878,629,11,"1,490",
11/02/2020,04/11/2020,04/11/2020,By week,New Jersey,Week-ending,"2,358","4,767",3.35,"1,420","1,182",10,"2,599",
11/02/2020,04/18/2020,04/18/2020,By week,New Jersey,Week-ending,"2,487","4,726",3.33,"1,347","1,153",,"2,684",One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/25/2020,04/25/2020,By week,New Jersey,Week-ending,"2,041","3,972",2.91,"1,196","1,005",,"2,234",One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/02/2020,05/02/2020,By week,New Jersey,Week-ending,"1,552","3,179",2.28,899,766,,"1,687",One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/09/2020,05/09/2020,By week,New Jersey,Week-ending,"1,121","2,597",1.92,624,531,0,"1,214",
11/02/2020,05/16/2020,05/16/2020,By week,New Jersey,Week-ending,826,"2,284",1.7,473,391,0,908,
11/02/2020,05/23/2020,05/23/2020,By week,New Jersey,Week-ending,554,"1,931",1.42,330,259,0,625,
11/02/2020,05/30/2020,05/30/2020,By week,New Jersey,Week-ending,395,"1,744",1.3,299,201,0,493,
11/02/2020,06/06/2020,06/06/2020,By week,New Jersey,Week-ending,312,"1,580",1.15,222,152,0,382,
11/02/2020,06/13/2020,06/13/2020,By week,New Jersey,Week-ending,220,"1,484",1.11,168,102,0,286,
11/02/2020,06/20/2020,06/20/2020,By week,New Jersey,Week-ending,162,"1,409",1.06,131,76,,218,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,06/27/2020,06/27/2020,By week,New Jersey,Week-ending,139,"1,440",1.08,99,45,0,193,
11/02/2020,07/04/2020,07/04/2020,By week,New Jersey,Week-ending,102,"1,404",1.02,93,41,0,154,
11/02/2020,07/11/2020,07/11/2020,By week,New Jersey,Week-ending,85,"1,382",1.03,84,33,0,136,
11/02/2020,07/18/2020,07/18/2020,By week,New Jersey,Week-ending,61,"1,321",0.98,83,22,0,122,
11/02/2020,07/25/2020,07/25/2020,By week,New Jersey,Week-ending,63,"1,364",1.03,82,21,0,124,
11/02/2020,08/01/2020,08/01/2020,By week,New Jersey,Week-ending,60,"1,382",1.04,78,25,0,113,
11/02/2020,08/08/2020,08/08/2020,By week,New Jersey,Week-ending,36,"1,339",1,77,14,0,99,
11/02/2020,08/15/2020,08/15/2020,By week,New Jersey,Week-ending,44,"1,302",1,81,18,0,107,
11/02/2020,08/22/2020,08/22/2020,By week,New Jersey,Week-ending,35,"1,338",0.99,61,15,0,81,
11/02/2020,08/29/2020,08/29/2020,By week,New Jersey,Week-ending,33,"1,332",0.98,77,11,0,99,
11/02/2020,09/05/2020,09/05/2020,By week,New Jersey,Week-ending,32,"1,391",1.04,86,18,0,100,
11/02/2020,09/12/2020,09/12/2020,By week,New Jersey,Week-ending,35,"1,380",1.05,70,20,0,85,
11/02/2020,09/19/2020,09/19/2020,By week,New Jersey,Week-ending,33,"1,366",1.01,73,11,,96,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,09/26/2020,09/26/2020,By week,New Jersey,Week-ending,31,"1,381",1.06,79,17,0,93,
11/02/2020,10/03/2020,10/03/2020,By week,New Jersey,Week-ending,33,"1,317",0.97,70,13,0,90,
11/02/2020,10/10/2020,10/10/2020,By week,New Jersey,Week-ending,52,"1,367",1,84,17,0,119,
11/02/2020,10/17/2020,10/17/2020,By week,New Jersey,Week-ending,52,"1,297",0.96,69,24,0,97,
11/02/2020,10/24/2020,10/24/2020,By week,New Jersey,Week-ending,45,"1,195",0.85,72,18,0,99,
11/02/2020,10/31/2020,10/31/2020,By week,New Jersey,Week-ending,,352,0.25,19,,0,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/01/2020,02/01/2020,By week,New Mexico,Week-ending,0,370,0.99,27,0,,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/08/2020,02/08/2020,By week,New Mexico,Week-ending,0,373,0.93,19,0,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/15/2020,02/15/2020,By week,New Mexico,Week-ending,0,381,1.02,33,0,,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/22/2020,02/22/2020,By week,New Mexico,Week-ending,0,386,0.99,24,0,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/29/2020,02/29/2020,By week,New Mexico,Week-ending,0,394,1.01,25,0,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/07/2020,03/07/2020,By week,New Mexico,Week-ending,0,395,1.05,27,0,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/14/2020,03/14/2020,By week,New Mexico,Week-ending,0,340,0.88,22,0,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/21/2020,03/21/2020,By week,New Mexico,Week-ending,0,387,1.04,29,0,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/28/2020,03/28/2020,By week,New Mexico,Week-ending,,362,1.03,24,,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/04/2020,04/04/2020,By week,New Mexico,Week-ending,,394,1.1,35,,0,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/11/2020,04/11/2020,By week,New Mexico,Week-ending,22,402,1.07,40,11,0,51,
11/02/2020,04/18/2020,04/18/2020,By week,New Mexico,Week-ending,34,416,1.2,46,19,0,61,
11/02/2020,04/25/2020,04/25/2020,By week,New Mexico,Week-ending,47,402,1.12,38,17,0,68,
11/02/2020,05/02/2020,05/02/2020,By week,New Mexico,Week-ending,74,416,1.17,46,36,0,84,
11/02/2020,05/09/2020,05/09/2020,By week,New Mexico,Week-ending,68,434,1.2,42,22,0,88,
11/02/2020,05/16/2020,05/16/2020,By week,New Mexico,Week-ending,64,463,1.36,36,15,0,85,
11/02/2020,05/23/2020,05/23/2020,By week,New Mexico,Week-ending,42,393,1.22,37,18,0,61,
11/02/2020,05/30/2020,05/30/2020,By week,New Mexico,Week-ending,51,425,1.27,38,26,0,63,
11/02/2020,06/06/2020,06/06/2020,By week,New Mexico,Week-ending,36,442,1.27,32,17,,52,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,06/13/2020,06/13/2020,By week,New Mexico,Week-ending,36,433,1.26,42,21,0,57,
11/02/2020,06/20/2020,06/20/2020,By week,New Mexico,Week-ending,28,406,1.23,31,13,0,46,
11/02/2020,06/27/2020,06/27/2020,By week,New Mexico,Week-ending,20,391,1.16,27,,0,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,07/04/2020,07/04/2020,By week,New Mexico,Week-ending,27,437,1.3,28,10,0,45,
11/02/2020,07/11/2020,07/11/2020,By week,New Mexico,Week-ending,29,397,1.16,30,14,0,45,
